tipo;conta;data;banco;valor
Saídas;Serviços terceirizados;18/03/2024;Inter;-9,15
Saídas;Peças de manutenção;18/03/2024;Inter;-23,75
Saídas;Material de consumo;18/03/2024;Inter;-4,66
Saídas;Despesas com viagens;18/03/2024;Inter;-1,67
Saídas;Outras despesas;18/03/2024;Inter;-1,24
Saídas;Despesas bancárias;18/03/2024;Inter;-23,06
Entradas;Receita de aplicações;18/03/2024;Inter;362,56
Entradas;Transferências de entradas;18/03/2024;Inter;0
Saídas;Transferências de saídas;18/03/2024;Inter;0
Entradas;Vendas de produtos;19/03/2024;Itau Unibanco;4113397,6
Saídas;Fretes;19/03/2024;Itau Unibanco;-2394,65
Saídas;Matéria-prima;19/03/2024;Itau Unibanco;-2563756,96
Saídas;Insumos de produção;19/03/2024;Itau Unibanco;-15938,69
Saídas;Insumos;19/03/2024;Itau Unibanco;-3811,11
Saídas;Serviços terceirizados;19/03/2024;Itau Unibanco;-707,17
Saídas;Peças de manutenção;19/03/2024;Itau Unibanco;-2105,28
Saídas;Material de consumo;19/03/2024;Itau Unibanco;-668,58
Saídas;Despesas com viagens;19/03/2024;Itau Unibanco;-144,28
Saídas;Outras despesas;19/03/2024;Itau Unibanco;-184,96
Saídas;Despesas bancárias;19/03/2024;Itau Unibanco;-1836,62
Entradas;Receita de aplicações;19/03/2024;Itau Unibanco;25780,07
Entradas;Transferências de entradas;19/03/2024;Itau Unibanco;0
Saídas;Transferências de saídas;19/03/2024;Itau Unibanco;0
Entradas;Vendas de produtos;19/03/2024;Bradesco;215270,57
Saídas;Fretes;19/03/2024;Bradesco;-67,5
Saídas;Matéria-prima;19/03/2024;Bradesco;-99093,53
Saídas;Insumos de produção;19/03/2024;Bradesco;-1060,31
Saídas;Insumos;19/03/2024;Bradesco;-166,38
Saídas;Serviços terceirizados;19/03/2024;Bradesco;-25,25
Saídas;Peças de manutenção;19/03/2024;Bradesco;-81,42
Saídas;Material de consumo;19/03/2024;Bradesco;-24,03
Saídas;Despesas com viagens;19/03/2024;Bradesco;-7,02
Saídas;Outras despesas;19/03/2024;Bradesco;-9,18
Saídas;Despesas bancárias;19/03/2024;Bradesco;-54,74
Entradas;Receita de aplicações;19/03/2024;Bradesco;1255,41
Entradas;Transferências de entradas;19/03/2024;Bradesco;0
Saídas;Transferências de saídas;19/03/2024;Bradesco;0
Entradas;Vendas de produtos;19/03/2024;Inter;76393,23
Saídas;Fretes;19/03/2024;Inter;-22,25
Saídas;Matéria-prima;19/03/2024;Inter;-31385,98
Saídas;Insumos de produção;19/03/2024;Inter;-307,03
Saídas;Insumos;19/03/2024;Inter;-53,7
Saídas;Serviços terceirizados;19/03/2024;Inter;-8,26
Saídas;Peças de manutenção;19/03/2024;Inter;-25,23
Saídas;Material de consumo;19/03/2024;Inter;-4,02
Saídas;Despesas com viagens;19/03/2024;Inter;-1,22
Saídas;Outras despesas;19/03/2024;Inter;-1,52
Saídas;Despesas bancárias;19/03/2024;Inter;-18,75
Entradas;Receita de aplicações;19/03/2024;Inter;310,7
Entradas;Transferências de entradas;19/03/2024;Inter;0
Saídas;Transferências de saídas;19/03/2024;Inter;0
Entradas;Vendas de produtos;20/03/2024;Itau Unibanco;4218430,57
Saídas;Fretes;20/03/2024;Itau Unibanco;-2387,97
Saídas;Matéria-prima;20/03/2024;Itau Unibanco;-3204049,11
Saídas;Insumos de produção;20/03/2024;Itau Unibanco;-15481,29
Saídas;Insumos;20/03/2024;Itau Unibanco;-3455,63
Saídas;Serviços terceirizados;20/03/2024;Itau Unibanco;-790,86
Saídas;Peças de manutenção;20/03/2024;Itau Unibanco;-2243,33
Saídas;Material de consumo;20/03/2024;Itau Unibanco;-758,7
Saídas;Despesas com viagens;20/03/2024;Itau Unibanco;-148,47
Saídas;Outras despesas;20/03/2024;Itau Unibanco;-197,75
Saídas;Despesas bancárias;20/03/2024;Itau Unibanco;-1870,48
Entradas;Receita de aplicações;20/03/2024;Itau Unibanco;20595
Entradas;Transferências de entradas;20/03/2024;Itau Unibanco;0
Saídas;Transferências de saídas;20/03/2024;Itau Unibanco;0
Saídas;Máquinas e equipamentos;20/03/2024;Itau Unibanco;-248744,55
Entradas;Vendas de produtos;20/03/2024;Bradesco;220546,54
Saídas;Fretes;20/03/2024;Bradesco;-76,35
Saídas;Matéria-prima;20/03/2024;Bradesco;-131366,64
Saídas;Insumos de produção;20/03/2024;Bradesco;-993,31
Saídas;Insumos;20/03/2024;Bradesco;-168,88
Saídas;Serviços terceirizados;20/03/2024;Bradesco;-24,18
Saídas;Peças de manutenção;20/03/2024;Bradesco;-65,65
Saídas;Material de consumo;20/03/2024;Bradesco;-30,64
Saídas;Despesas com viagens;20/03/2024;Bradesco;-6,83
Saídas;Outras despesas;20/03/2024;Bradesco;-8,19
Saídas;Despesas bancárias;20/03/2024;Bradesco;-61,94
Entradas;Receita de aplicações;20/03/2024;Bradesco;1337,92
Entradas;Transferências de entradas;20/03/2024;Bradesco;0
Saídas;Transferências de saídas;20/03/2024;Bradesco;0
Saídas;Máquinas e equipamentos;20/03/2024;Bradesco;-12618,89
Entradas;Vendas de produtos;20/03/2024;Inter;70045,29
Saídas;Fretes;20/03/2024;Inter;-20,63
Saídas;Matéria-prima;20/03/2024;Inter;-27768,88
Saídas;Insumos de produção;20/03/2024;Inter;-275,72
Saídas;Insumos;20/03/2024;Inter;-50,12
Saídas;Serviços terceirizados;20/03/2024;Inter;-8,46
Saídas;Peças de manutenção;20/03/2024;Inter;-25,09
Saídas;Material de consumo;20/03/2024;Inter;-4,99
Saídas;Despesas com viagens;20/03/2024;Inter;-1,7
Saídas;Outras despesas;20/03/2024;Inter;-1,48
Saídas;Despesas bancárias;20/03/2024;Inter;-23,09
Entradas;Receita de aplicações;20/03/2024;Inter;341,73
Entradas;Transferências de entradas;20/03/2024;Inter;0
Saídas;Transferências de saídas;20/03/2024;Inter;0
Saídas;Máquinas e equipamentos;20/03/2024;Inter;-3631,78
Entradas;Vendas de produtos;21/03/2024;Itau Unibanco;4478383,07
Saídas;Fretes;21/03/2024;Itau Unibanco;-2397,07
Saídas;Matéria-prima;21/03/2024;Itau Unibanco;-3733983,79
Saídas;Insumos de produção;21/03/2024;Itau Unibanco;-18363,39
Saídas;Insumos;21/03/2024;Itau Unibanco;-2866,28
Saídas;Serviços terceirizados;21/03/2024;Itau Unibanco;-960,32
Saídas;Peças de manutenção;21/03/2024;Itau Unibanco;-2294,27
Saídas;Material de consumo;21/03/2024;Itau Unibanco;-539,33
Saídas;Despesas com viagens;21/03/2024;Itau Unibanco;-113,65
Saídas;Outras despesas;21/03/2024;Itau Unibanco;-216,25
Saídas;Despesas bancárias;21/03/2024;Itau Unibanco;-1413,47
Entradas;Receita de aplicações;21/03/2024;Itau Unibanco;27963,34
Entradas;Transferências de entradas;21/03/2024;Itau Unibanco;0
Saídas;Transferências de saídas;21/03/2024;Itau Unibanco;0
Entradas;Vendas de produtos;21/03/2024;Bradesco;257317,84
Saídas;Fretes;21/03/2024;Bradesco;-66,63
Saídas;Matéria-prima;21/03/2024;Bradesco;-103132,09
Saídas;Insumos de produção;21/03/2024;Bradesco;-1132,42
Saídas;Insumos;21/03/2024;Bradesco;-192,52
Saídas;Serviços terceirizados;21/03/2024;Bradesco;-24,15
Saídas;Peças de manutenção;21/03/2024;Bradesco;-77,43
Saídas;Material de consumo;21/03/2024;Bradesco;-23,89
Saídas;Despesas com viagens;21/03/2024;Bradesco;-5,72
Saídas;Outras despesas;21/03/2024;Bradesco;-6,99
Saídas;Despesas bancárias;21/03/2024;Bradesco;-71,58
Entradas;Receita de aplicações;21/03/2024;Bradesco;921,3
Entradas;Transferências de entradas;21/03/2024;Bradesco;0
Saídas;Transferências de saídas;21/03/2024;Bradesco;0
Entradas;Vendas de produtos;21/03/2024;Inter;68774,72
Saídas;Fretes;21/03/2024;Inter;-21,96
Saídas;Matéria-prima;21/03/2024;Inter;-21084,85
Saídas;Insumos de produção;21/03/2024;Inter;-241,68
Saídas;Insumos;21/03/2024;Inter;-48,99
Saídas;Serviços terceirizados;21/03/2024;Inter;-6,78
Saídas;Peças de manutenção;21/03/2024;Inter;-22,91
Saídas;Material de consumo;21/03/2024;Inter;-4,13
Saídas;Despesas com viagens;21/03/2024;Inter;-1,74
Saídas;Outras despesas;21/03/2024;Inter;-1,32
Saídas;Despesas bancárias;21/03/2024;Inter;-21
Entradas;Receita de aplicações;21/03/2024;Inter;249,68
Entradas;Transferências de entradas;21/03/2024;Inter;0
Saídas;Transferências de saídas;21/03/2024;Inter;0
Entradas;Vendas de produtos;22/03/2024;Itau Unibanco;4279156,24
Saídas;Fretes;22/03/2024;Itau Unibanco;-2350,7
Saídas;Matéria-prima;22/03/2024;Itau Unibanco;-2961923,78
Saídas;Insumos de produção;22/03/2024;Itau Unibanco;-13683,31
Saídas;Insumos;22/03/2024;Itau Unibanco;-3701,99
Saídas;Serviços terceirizados;22/03/2024;Itau Unibanco;-859,69
Saídas;Peças de manutenção;22/03/2024;Itau Unibanco;-1588,63
Saídas;Material de consumo;22/03/2024;Itau Unibanco;-571,82
Saídas;Despesas com viagens;22/03/2024;Itau Unibanco;-148,37
Saídas;Outras despesas;22/03/2024;Itau Unibanco;-227,26
Saídas;Despesas bancárias;22/03/2024;Itau Unibanco;-1597,42
Entradas;Receita de aplicações;22/03/2024;Itau Unibanco;24442,14
Entradas;Transferências de entradas;22/03/2024;Itau Unibanco;0
Saídas;Transferências de saídas;22/03/2024;Itau Unibanco;0
Entradas;Vendas de produtos;22/03/2024;Bradesco;237083,47
Saídas;Fretes;22/03/2024;Bradesco;-80,84
Saídas;Matéria-prima;22/03/2024;Bradesco;-122242,81
Saídas;Insumos de produção;22/03/2024;Bradesco;-1026,79
Saídas;Insumos;22/03/2024;Bradesco;-140,52
Saídas;Serviços terceirizados;22/03/2024;Bradesco;-24,81
Saídas;Peças de manutenção;22/03/2024;Bradesco;-80,69
Saídas;Material de consumo;22/03/2024;Bradesco;-31,92
Saídas;Despesas com viagens;22/03/2024;Bradesco;-6,88
Saídas;Outras despesas;22/03/2024;Bradesco;-7,98
Saídas;Despesas bancárias;22/03/2024;Bradesco;-59,76
Entradas;Receita de aplicações;22/03/2024;Bradesco;912,52
Entradas;Transferências de entradas;22/03/2024;Bradesco;0
Saídas;Transferências de saídas;22/03/2024;Bradesco;0
Entradas;Vendas de produtos;22/03/2024;Inter;77102,9
Saídas;Fretes;22/03/2024;Inter;-22,87
Saídas;Matéria-prima;22/03/2024;Inter;-21143,74
Saídas;Insumos de produção;22/03/2024;Inter;-217,14
Saídas;Insumos;22/03/2024;Inter;-58,06
Saídas;Serviços terceirizados;22/03/2024;Inter;-7,59
Saídas;Peças de manutenção;22/03/2024;Inter;-20,55
Saídas;Material de consumo;22/03/2024;Inter;-4,08
Saídas;Despesas com viagens;22/03/2024;Inter;-1,64
Saídas;Outras despesas;22/03/2024;Inter;-1,55
Saídas;Despesas bancárias;22/03/2024;Inter;-16,97
Entradas;Receita de aplicações;22/03/2024;Inter;254,36
Entradas;Transferências de entradas;22/03/2024;Inter;0
Saídas;Transferências de saídas;22/03/2024;Inter;0
Entradas;Vendas de produtos;25/03/2024;Itau Unibanco;4117127,92
Saídas;Fretes;25/03/2024;Itau Unibanco;-2292,69
Saídas;Matéria-prima;25/03/2024;Itau Unibanco;-3200890,57
Saídas;Insumos de produção;25/03/2024;Itau Unibanco;-15124,74
Saídas;Insumos;25/03/2024;Itau Unibanco;-3959,97
Saídas;Serviços terceirizados;25/03/2024;Itau Unibanco;-882,41
Saídas;Peças de manutenção;25/03/2024;Itau Unibanco;-2056,78
Saídas;Aluguéis;25/03/2024;Itau Unibanco;-94400,59
Saídas;Material de consumo;25/03/2024;Itau Unibanco;-531,27
Saídas;Despesas com viagens;25/03/2024;Itau Unibanco;-138,78
Saídas;Outras despesas;25/03/2024;Itau Unibanco;-175,56
Saídas;Despesas bancárias;25/03/2024;Itau Unibanco;-1789,59
Entradas;Receita de aplicações;25/03/2024;Itau Unibanco;27047,74
Entradas;Transferências de entradas;25/03/2024;Itau Unibanco;0
Saídas;Transferências de saídas;25/03/2024;Itau Unibanco;0
Entradas;Vendas de produtos;25/03/2024;Bradesco;203625,41
Saídas;Fretes;25/03/2024;Bradesco;-67,93
Saídas;Matéria-prima;25/03/2024;Bradesco;-143476,01
Saídas;Insumos de produção;25/03/2024;Bradesco;-957
Saídas;Insumos;25/03/2024;Bradesco;-139,16
Saídas;Serviços terceirizados;25/03/2024;Bradesco;-30,87
Saídas;Peças de manutenção;25/03/2024;Bradesco;-90,92
Saídas;Aluguéis;25/03/2024;Bradesco;-3680,85
Saídas;Material de consumo;25/03/2024;Bradesco;-24,7
Saídas;Despesas com viagens;25/03/2024;Bradesco;-6,44
Saídas;Outras despesas;25/03/2024;Bradesco;-7,42
Saídas;Despesas bancárias;25/03/2024;Bradesco;-53,31
Entradas;Receita de aplicações;25/03/2024;Bradesco;1063,74
Entradas;Transferências de entradas;25/03/2024;Bradesco;0
Saídas;Transferências de saídas;25/03/2024;Bradesco;0
Entradas;Vendas de produtos;25/03/2024;Inter;69763,23
Saídas;Fretes;25/03/2024;Inter;-24,64
Saídas;Matéria-prima;25/03/2024;Inter;-21517,73
Saídas;Insumos de produção;25/03/2024;Inter;-236
Saídas;Insumos;25/03/2024;Inter;-53,2
Saídas;Serviços terceirizados;25/03/2024;Inter;-7,43
Saídas;Peças de manutenção;25/03/2024;Inter;-19,75
Saídas;Aluguéis;25/03/2024;Inter;-834,08
Saídas;Material de consumo;25/03/2024;Inter;-3,77
Saídas;Despesas com viagens;25/03/2024;Inter;-1,62
Saídas;Outras despesas;25/03/2024;Inter;-1,59
Saídas;Despesas bancárias;25/03/2024;Inter;-20,32
Entradas;Receita de aplicações;25/03/2024;Inter;250,74
Entradas;Transferências de entradas;25/03/2024;Inter;0
Saídas;Transferências de saídas;25/03/2024;Inter;0
Entradas;Vendas de produtos;26/03/2024;Itau Unibanco;4371407,94
Saídas;Fretes;26/03/2024;Itau Unibanco;-2228,05
Saídas;Matéria-prima;26/03/2024;Itau Unibanco;-3446947,3
Saídas;Insumos de produção;26/03/2024;Itau Unibanco;-14659,06
Saídas;Insumos;26/03/2024;Itau Unibanco;-3926,35
Saídas;Serviços terceirizados;26/03/2024;Itau Unibanco;-745,58
Saídas;Peças de manutenção;26/03/2024;Itau Unibanco;-1945,58
Saídas;Material de consumo;26/03/2024;Itau Unibanco;-687,22
Saídas;Despesas com viagens;26/03/2024;Itau Unibanco;-130,11
Saídas;Outras despesas;26/03/2024;Itau Unibanco;-167,44
Saídas;Despesas bancárias;26/03/2024;Itau Unibanco;-1449,23
Entradas;Receita de aplicações;26/03/2024;Itau Unibanco;23046,12
Entradas;Transferências de entradas;26/03/2024;Itau Unibanco;0
Saídas;Transferências de saídas;26/03/2024;Itau Unibanco;0
Entradas;Vendas de produtos;26/03/2024;Bradesco;232407,46
Saídas;Fretes;26/03/2024;Bradesco;-75,23
Saídas;Matéria-prima;26/03/2024;Bradesco;-127932,32
Saídas;Insumos de produção;26/03/2024;Bradesco;-1094,38
Saídas;Insumos;26/03/2024;Bradesco;-171,06
Saídas;Serviços terceirizados;26/03/2024;Bradesco;-34,75
Saídas;Peças de manutenção;26/03/2024;Bradesco;-71,59
Saídas;Material de consumo;26/03/2024;Bradesco;-27,9
Saídas;Despesas com viagens;26/03/2024;Bradesco;-4,92
Saídas;Outras despesas;26/03/2024;Bradesco;-9,57
Saídas;Despesas bancárias;26/03/2024;Bradesco;-58,28
Entradas;Receita de aplicações;26/03/2024;Bradesco;1336,56
Entradas;Transferências de entradas;26/03/2024;Bradesco;0
Saídas;Transferências de saídas;26/03/2024;Bradesco;0
Entradas;Vendas de produtos;26/03/2024;Inter;61719,97
Saídas;Fretes;26/03/2024;Inter;-19,56
Saídas;Matéria-prima;26/03/2024;Inter;-28534,34
Saídas;Insumos de produção;26/03/2024;Inter;-284,07
Saídas;Insumos;26/03/2024;Inter;-44,28
Saídas;Serviços terceirizados;26/03/2024;Inter;-7,77
Saídas;Peças de manutenção;26/03/2024;Inter;-26,55
Saídas;Material de consumo;26/03/2024;Inter;-3,87
Saídas;Despesas com viagens;26/03/2024;Inter;-1,63
Saídas;Outras despesas;26/03/2024;Inter;-1,59
Saídas;Despesas bancárias;26/03/2024;Inter;-16,73
Entradas;Receita de aplicações;26/03/2024;Inter;348,87
Entradas;Transferências de entradas;26/03/2024;Inter;0
Saídas;Transferências de saídas;26/03/2024;Inter;0
Entradas;Vendas de produtos;27/03/2024;Itau Unibanco;4378280,18
Saídas;Fretes;27/03/2024;Itau Unibanco;-2316,97
Saídas;Matéria-prima;27/03/2024;Itau Unibanco;-2783026,17
Saídas;Insumos de produção;27/03/2024;Itau Unibanco;-15658,79
Saídas;Insumos;27/03/2024;Itau Unibanco;-3490,05
Saídas;Serviços terceirizados;27/03/2024;Itau Unibanco;-853,46
Saídas;Peças de manutenção;27/03/2024;Itau Unibanco;-2259,85
Saídas;Material de consumo;27/03/2024;Itau Unibanco;-660,32
Saídas;Despesas com viagens;27/03/2024;Itau Unibanco;-112,57
Saídas;Outras despesas;27/03/2024;Itau Unibanco;-171,94
Saídas;Despesas bancárias;27/03/2024;Itau Unibanco;-1867,82
Entradas;Receita de aplicações;27/03/2024;Itau Unibanco;24222
Entradas;Transferências de entradas;27/03/2024;Itau Unibanco;0
Saídas;Transferências de saídas;27/03/2024;Itau Unibanco;0
Entradas;Vendas de produtos;27/03/2024;Bradesco;204432,23
Saídas;Fretes;27/03/2024;Bradesco;-71,88
Saídas;Matéria-prima;27/03/2024;Bradesco;-129619,89
Saídas;Insumos de produção;27/03/2024;Bradesco;-1057,1
Saídas;Insumos;27/03/2024;Bradesco;-152,27
Saídas;Serviços terceirizados;27/03/2024;Bradesco;-29,33
Saídas;Peças de manutenção;27/03/2024;Bradesco;-81,8
Saídas;Material de consumo;27/03/2024;Bradesco;-25,68
Saídas;Despesas com viagens;27/03/2024;Bradesco;-5,47
Saídas;Outras despesas;27/03/2024;Bradesco;-8,96
Saídas;Despesas bancárias;27/03/2024;Bradesco;-56,52
Entradas;Receita de aplicações;27/03/2024;Bradesco;999,24
Entradas;Transferências de entradas;27/03/2024;Bradesco;0
Saídas;Transferências de saídas;27/03/2024;Bradesco;0
Entradas;Vendas de produtos;27/03/2024;Inter;66339,05
Saídas;Fretes;27/03/2024;Inter;-23,93
Saídas;Matéria-prima;27/03/2024;Inter;-26406,02
Saídas;Insumos de produção;27/03/2024;Inter;-293,44
Saídas;Insumos;27/03/2024;Inter;-42,32
Saídas;Serviços terceirizados;27/03/2024;Inter;-8,49
Saídas;Peças de manutenção;27/03/2024;Inter;-26,61
Saídas;Material de consumo;27/03/2024;Inter;-4,16
Saídas;Despesas com viagens;27/03/2024;Inter;-1,48
Saídas;Outras despesas;27/03/2024;Inter;-1,54
Saídas;Despesas bancárias;27/03/2024;Inter;-17,06
Entradas;Receita de aplicações;27/03/2024;Inter;267,45
Entradas;Transferências de entradas;27/03/2024;Inter;0
Saídas;Transferências de saídas;27/03/2024;Inter;0
Entradas;Vendas de produtos;28/03/2024;Itau Unibanco;4141455,83
Saídas;Fretes;28/03/2024;Itau Unibanco;-2250,69
Saídas;Matéria-prima;28/03/2024;Itau Unibanco;-2579261,1
Saídas;Insumos de produção;28/03/2024;Itau Unibanco;-17184,96
Saídas;Insumos;28/03/2024;Itau Unibanco;-3441,93
Saídas;Serviços terceirizados;28/03/2024;Itau Unibanco;-709,26
Saídas;Peças de manutenção;28/03/2024;Itau Unibanco;-1685,09
Saídas;Material de consumo;28/03/2024;Itau Unibanco;-714,87
Saídas;Despesas com viagens;28/03/2024;Itau Unibanco;-139,67
Saídas;Outras despesas;28/03/2024;Itau Unibanco;-175,24
Saídas;Despesas bancárias;28/03/2024;Itau Unibanco;-1463,59
Entradas;Receita de aplicações;28/03/2024;Itau Unibanco;29436,14
Entradas;Transferências de entradas;28/03/2024;Itau Unibanco;0
Saídas;Transferências de saídas;28/03/2024;Itau Unibanco;0
Entradas;Vendas de produtos;28/03/2024;Bradesco;222929,91
Saídas;Fretes;28/03/2024;Bradesco;-76,23
Saídas;Matéria-prima;28/03/2024;Bradesco;-142279,47
Saídas;Insumos de produção;28/03/2024;Bradesco;-920,61
Saídas;Insumos;28/03/2024;Bradesco;-172,97
Saídas;Serviços terceirizados;28/03/2024;Bradesco;-30,86
Saídas;Peças de manutenção;28/03/2024;Bradesco;-66,31
Saídas;Material de consumo;28/03/2024;Bradesco;-24,26
Saídas;Despesas com viagens;28/03/2024;Bradesco;-7,09
Saídas;Outras despesas;28/03/2024;Bradesco;-6,73
Saídas;Despesas bancárias;28/03/2024;Bradesco;-52,13
Entradas;Receita de aplicações;28/03/2024;Bradesco;1201,21
Entradas;Transferências de entradas;28/03/2024;Bradesco;0
Saídas;Transferências de saídas;28/03/2024;Bradesco;0
Entradas;Vendas de produtos;28/03/2024;Inter;65827,3
Saídas;Fretes;28/03/2024;Inter;-25,22
Saídas;Matéria-prima;28/03/2024;Inter;-23724,77
Saídas;Insumos de produção;28/03/2024;Inter;-298,66
Saídas;Insumos;28/03/2024;Inter;-55,39
Saídas;Serviços terceirizados;28/03/2024;Inter;-9,15
Saídas;Peças de manutenção;28/03/2024;Inter;-18,37
Saídas;Material de consumo;28/03/2024;Inter;-4,5
Saídas;Despesas com viagens;28/03/2024;Inter;-1,56
Saídas;Outras despesas;28/03/2024;Inter;-1,23
Saídas;Despesas bancárias;28/03/2024;Inter;-21,04
Entradas;Receita de aplicações;28/03/2024;Inter;325,79
Entradas;Transferências de entradas;28/03/2024;Inter;0
Saídas;Transferências de saídas;28/03/2024;Inter;0
Entradas;Vendas de produtos;01/04/2024;Itau Unibanco;4437494,09
Saídas;Fretes;01/04/2024;Itau Unibanco;-2204,11
Saídas;Salários;01/04/2024;Itau Unibanco;-10696136,8
Saídas;Encargos;01/04/2024;Itau Unibanco;-4016285,73
Saídas;Benefícios;01/04/2024;Itau Unibanco;-4066031,9
Saídas;Matéria-prima;01/04/2024;Itau Unibanco;-3776527,54
Saídas;Insumos de produção;01/04/2024;Itau Unibanco;-18061,6
Saídas;Insumos;01/04/2024;Itau Unibanco;-3485,75
Saídas;Serviços terceirizados;01/04/2024;Itau Unibanco;-903,33
Saídas;Peças de manutenção;01/04/2024;Itau Unibanco;-2270,5
Saídas;Material de consumo;01/04/2024;Itau Unibanco;-693,48
Saídas;Despesas com viagens;01/04/2024;Itau Unibanco;-162,6
Saídas;Outras despesas;01/04/2024;Itau Unibanco;-175,7
Saídas;Despesas bancárias;01/04/2024;Itau Unibanco;-1817,81
Entradas;Receita de aplicações;01/04/2024;Itau Unibanco;21279,16
Entradas;Transferências de entradas;01/04/2024;Itau Unibanco;0
Saídas;Transferências de saídas;01/04/2024;Itau Unibanco;0
Entradas;Vendas de produtos;01/04/2024;Bradesco;196748,24
Saídas;Fretes;01/04/2024;Bradesco;-83,3
Saídas;Salários;01/04/2024;Bradesco;-584438,76
Saídas;Encargos;01/04/2024;Bradesco;-213622,37
Saídas;Benefícios;01/04/2024;Bradesco;-155755,22
Saídas;Matéria-prima;01/04/2024;Bradesco;-106895,4
Saídas;Insumos de produção;01/04/2024;Bradesco;-792
Saídas;Insumos;01/04/2024;Bradesco;-181,37
Saídas;Serviços terceirizados;01/04/2024;Bradesco;-31,54
Saídas;Peças de manutenção;01/04/2024;Bradesco;-81,37
Saídas;Material de consumo;01/04/2024;Bradesco;-27,06
Saídas;Despesas com viagens;01/04/2024;Bradesco;-6,44
Saídas;Outras despesas;01/04/2024;Bradesco;-9,21
Saídas;Despesas bancárias;01/04/2024;Bradesco;-66,79
Entradas;Receita de aplicações;01/04/2024;Bradesco;922,88
Entradas;Transferências de entradas;01/04/2024;Bradesco;0
Saídas;Transferências de saídas;01/04/2024;Bradesco;0
Entradas;Vendas de produtos;01/04/2024;Inter;77773,7
Saídas;Fretes;01/04/2024;Inter;-19,45
Saídas;Salários;01/04/2024;Inter;-171387,22
Saídas;Encargos;01/04/2024;Inter;-51927,4
Saídas;Benefícios;01/04/2024;Inter;-40506,07
Saídas;Matéria-prima;01/04/2024;Inter;-23837,34
Saídas;Insumos de produção;01/04/2024;Inter;-296,03
Saídas;Insumos;01/04/2024;Inter;-59,24
Saídas;Serviços terceirizados;01/04/2024;Inter;-8,43
Saídas;Peças de manutenção;01/04/2024;Inter;-22,22
Saídas;Material de consumo;01/04/2024;Inter;-3,64
Saídas;Despesas com viagens;01/04/2024;Inter;-1,75
Saídas;Outras despesas;01/04/2024;Inter;-1,57
Saídas;Despesas bancárias;01/04/2024;Inter;-17,16
Entradas;Receita de aplicações;01/04/2024;Inter;307,12
Entradas;Transferências de entradas;01/04/2024;Inter;0
Saídas;Transferências de saídas;01/04/2024;Inter;0
Entradas;Vendas de produtos;02/04/2024;Itau Unibanco;4524439,89
Saídas;Fretes;02/04/2024;Itau Unibanco;-2374,11
Saídas;Matéria-prima;02/04/2024;Itau Unibanco;-2777939,72
Saídas;Insumos de produção;02/04/2024;Itau Unibanco;-17522,5
Saídas;Insumos;02/04/2024;Itau Unibanco;-4056
Saídas;Serviços terceirizados;02/04/2024;Itau Unibanco;-788,44
Saídas;Peças de manutenção;02/04/2024;Itau Unibanco;-1874,48
Saídas;Material de consumo;02/04/2024;Itau Unibanco;-630,45
Saídas;Despesas com viagens;02/04/2024;Itau Unibanco;-126,98
Saídas;Outras despesas;02/04/2024;Itau Unibanco;-235,78
Saídas;Despesas bancárias;02/04/2024;Itau Unibanco;-1399,5
Entradas;Receita de aplicações;02/04/2024;Itau Unibanco;23952,77
Entradas;Transferências de entradas;02/04/2024;Itau Unibanco;0
Saídas;Transferências de saídas;02/04/2024;Itau Unibanco;0
Entradas;Vendas de produtos;02/04/2024;Bradesco;216952,17
Saídas;Fretes;02/04/2024;Bradesco;-74,05
Saídas;Matéria-prima;02/04/2024;Bradesco;-125250,6
Saídas;Insumos de produção;02/04/2024;Bradesco;-861,78
Saídas;Insumos;02/04/2024;Bradesco;-143,09
Saídas;Serviços terceirizados;02/04/2024;Bradesco;-28,42
Saídas;Peças de manutenção;02/04/2024;Bradesco;-88,08
Saídas;Material de consumo;02/04/2024;Bradesco;-24,68
Saídas;Despesas com viagens;02/04/2024;Bradesco;-4,97
Saídas;Outras despesas;02/04/2024;Bradesco;-9,43
Saídas;Despesas bancárias;02/04/2024;Bradesco;-70,84
Entradas;Receita de aplicações;02/04/2024;Bradesco;1210,13
Entradas;Transferências de entradas;02/04/2024;Bradesco;0
Saídas;Transferências de saídas;02/04/2024;Bradesco;0
Entradas;Vendas de produtos;02/04/2024;Inter;69656,2
Saídas;Fretes;02/04/2024;Inter;-19,01
Saídas;Matéria-prima;02/04/2024;Inter;-28354,05
Saídas;Insumos de produção;02/04/2024;Inter;-271,06
Saídas;Insumos;02/04/2024;Inter;-42,34
Saídas;Serviços terceirizados;02/04/2024;Inter;-7,74
Saídas;Peças de manutenção;02/04/2024;Inter;-26,75
Saídas;Material de consumo;02/04/2024;Inter;-4,9
Saídas;Despesas com viagens;02/04/2024;Inter;-1,24
Saídas;Outras despesas;02/04/2024;Inter;-1,55
Saídas;Despesas bancárias;02/04/2024;Inter;-22,51
Entradas;Receita de aplicações;02/04/2024;Inter;256,44
Entradas;Transferências de entradas;02/04/2024;Inter;0
Saídas;Transferências de saídas;02/04/2024;Inter;0
Entradas;Vendas de produtos;03/04/2024;Itau Unibanco;4530594,21
Saídas;Fretes;03/04/2024;Itau Unibanco;-2337,39
Saídas;Matéria-prima;03/04/2024;Itau Unibanco;-3228688,03
Saídas;Insumos de produção;03/04/2024;Itau Unibanco;-19140,3
